Predicted Values	True Values
-0.911168	0.281743
1.721513	2.304574
0.253027	1.847409
0.181121	0.184765
-1.840228	-1.186892
-0.604659	-0.701950
-0.487458	-0.369432
-0.616866	1.182319
0.842077	2.858824
0.149851	2.124480
-0.497696	0.143234
-1.113571	-1.283870
-1.174740	-0.217008
0.038204	1.722708
0.009999	1.223904
-0.807257	-1.616388
-1.538145	-3.417541
-1.122480	-2.392263
0.648094	-0.092307
0.595928	1.002225
-0.096355	-0.009190
-0.649743	-1.699504
-0.795355	-1.921183
-0.352743	-0.660365
-0.001203	0.073926
-0.253904	0.157095
0.022659	0.101649
-0.091873	0.281743
0.109692	1.085342
0.295388	2.179927
0.493130	3.565392
0.794427	4.202758
0.849560	3.302182
0.537053	1.320882
0.056711	-0.951352
-0.615089	-2.281424
-1.403798	-2.516964
-0.713866	-1.921183
-0.689160	-1.948906
-1.422140	-1.865790
-0.340611	-1.020606
-0.241328	-0.466409
0.087251	-0.535664
-0.376689	-1.339263
-0.335210	-0.480271
0.472306	0.018533
-0.227694	-0.064637
0.273521	0.711292
0.182801	1.085342
0.167821	1.736569
0.506568	2.138342
0.150495	2.415414
0.264935	1.542561
-0.408080	0.780547
0.480510	0.212488
0.415922	-0.327847
0.422897	-0.106168
0.069747	-0.701950
-0.728367	-1.020606
-0.143697	-0.147753
-0.254016	1.445583
0.546411	0.697430
-0.347219	-1.574803
-0.919389	-3.043438
-1.106145	-4.151831
-1.790584	-4.207278
-0.129123	-3.375956
0.079599	-1.699504
0.680049	-0.023052
0.241478	1.861217
0.841633	3.177481
0.205062	4.368991
1.145054	5.518969
1.496204	4.673786
0.966833	3.676231
0.364071	1.972056
-1.490867	0.157095
-1.257639	-0.258592
-1.009158	-0.189284
-0.894270	0.281743
-0.814505	-0.050775
-1.118414	-1.006745
-1.064684	-2.683197
-1.784252	-3.209723
-0.363028	-2.142861
0.347189	-1.228423
-0.163940	-0.688088
0.121167	-1.935044
-1.091775	-4.054853
-1.449030	-5.080131
-1.616017	-3.528380
0.846844	-1.325401
0.221340	-0.923628
-0.166219	-0.798927
-0.087917	-0.078445
0.143984	0.877524
0.232405	2.082896
0.532862	3.066642
0.563622	2.858824
-0.045387	2.900356
0.445476	2.900356
-0.275834	3.011195
-0.059804	3.773209
0.414380	3.870240
0.722928	3.648561
0.383490	1.376328
-1.147906	-1.491687
-2.334518	-2.988045
-1.514988	-3.583773
-1.936539	-2.988045
0.381222	-2.516964
-1.131999	-2.406125
-0.080630	-1.297731
0.196361	1.417860
1.170469	3.135896
0.131078	4.008749
0.910920	4.618392
0.941548	3.759401
0.124130	2.928079
-0.162461	1.999780
-1.088480	1.196181
-0.718788	0.766685
-0.999480	0.669707
-0.737558	0.420305
-0.784500	-0.688088
-1.052333	-2.530826
-1.619716	-5.287948
-2.954557	-6.978261
-1.917402	-7.629436
-2.137517	-7.961954
-2.033831	-8.280663
-2.129194	-7.851115
-1.825239	-4.997015
0.324717	-1.380847
1.001680	1.307020
0.311201	1.722708
0.098832	0.877524
-0.913678	0.004671
-0.514059	-0.036914
-0.575907	1.265489
0.335185	2.678677
0.420194	4.826210
1.487482	6.779787
1.906379	8.580939
2.599505	9.633886
2.780706	9.232114
2.421993	7.985158
1.799678	5.851487
1.476071	4.202758
0.880372	2.429275
-0.760347	-0.383293
-1.686852	-3.916291
-4.632053	-5.925261
-2.179934	-6.008430
-1.873203	-6.243971
-1.788936	-7.033708
-2.060888	-7.601766
-1.907410	-6.424065
-1.541668	-4.733751
0.281285	-3.071161
0.393181	-1.311539
0.567173	0.697430
0.478392	2.456999
0.725907	2.609423
-0.483568	2.678677
0.544316	1.902802
-1.299763	0.489613
-0.707742	0.240211
-0.441788	0.254073
-0.795645	-0.272454
-0.930537	-0.424825
-0.336103	0.406444
-0.027829	1.528699
0.229648	1.930525
0.474912	0.531145
0.303751	-0.798927
0.212937	-0.424825
0.018847	1.196181
0.413911	2.803378
0.559466	3.038918
0.362126	2.456999
-0.355158	1.487167
-0.840441	1.598007
-0.294967	1.210042
-0.913393	-0.757343
-1.692514	-2.004299
-0.637780	-2.835621
-1.879018	-2.627803
0.278067	-2.004299
-0.801952	-1.865790
0.019391	-1.380847
-0.441204	-0.840512
0.075908	-0.965213
-0.372941	-1.463964
-0.311827	-1.283870
0.066629	-1.089861
-0.129677	-0.424825
0.484855	0.157095
0.060280	0.323328
0.249969	0.170904
-0.098606	0.489613
0.315512	1.681123
0.532754	1.445583
-0.417855	1.542561
0.287857	1.764239
0.270166	1.972056
0.593155	3.509999
0.809699	4.022611
0.844583	2.844963
0.466897	0.641984
-0.393832	-1.020606
-1.003448	-1.741089
-0.970967	-1.103722
-0.587073	-0.313985
-0.654014	-1.020606
-1.115213	-2.073607
-0.918482	-3.237393
-1.686035	-2.724781
0.674038	-1.630249
-0.358257	-1.574803
-0.249208	-1.782620
-0.377297	-2.558496
-0.577011	-2.364540
0.089374	-0.646503
0.570850	1.223904
0.494878	1.487167
-0.063879	1.251627
0.240892	0.988364
-0.238237	-0.106168
-0.615296	-0.688088
-0.361866	-0.785066
-0.577232	-0.452548
-0.155211	0.517283
0.000936	2.443137
0.894298	3.246736
0.237287	2.941941
-0.120775	2.886494
-0.184105	2.096757
-0.930597	1.265489
-0.794060	0.267935
-1.144545	-0.410963
-0.095003	-0.660365
-0.603586	-0.549526
-0.645193	0.004671
-0.302088	0.295604
-0.316047	0.780547
0.127679	1.348605
0.186564	1.445583
0.212473	0.461890
-0.121197	-0.729673
-0.321297	-1.754950
-0.672009	-2.586219
-0.656554	-2.932598
-0.660867	-2.516964
-0.025338	-0.895905
0.673650	-0.230869
-0.562800	-0.701950
-0.038334	-1.173030
-0.570431	-0.743481
0.202261	0.060064
-0.188541	0.129372
0.069983	0.697430
0.426494	1.390190
0.296390	2.415414
0.801172	2.332298
-0.246008	1.029949
-0.603506	0.545006
-0.349463	-0.244731
0.060342	-0.909767
0.368127	-1.436240
-0.721420	-1.616388
-0.246436	-0.521802
-0.036991	0.641984
0.075657	0.780547
-0.120179	0.323328
-0.211156	0.170904
-0.067089	0.378774
-0.069411	0.489613
-0.054225	-0.383293
-0.508804	-1.283870
-0.320492	-1.006745
-0.127069	-0.050775
0.145873	0.738962
0.139782	0.932971
0.120324	0.461890
-0.139948	-0.660365
-0.471281	-1.020606
-0.130180	-0.771204
-0.338133	-0.230869
0.113503	0.420305
-0.024727	0.392582
-0.023314	0.572730
0.074492	0.946832
0.073397	1.778101
0.447764	1.362467
-0.392047	-0.078445
-0.543948	-0.909767
-0.063487	-1.339263
-0.338268	-0.410963
0.345356	0.101649
-0.419674	0.392582
0.306593	0.614261
-0.279491	-0.050775
-0.284523	-1.076052
-0.513004	-2.267562
-0.870825	-2.600080
-0.312556	-3.001853
-1.215501	-2.669335
0.531471	-1.242285
0.303580	1.099203
0.954485	3.426830
0.858033	3.468414
-0.123065	2.484722
-0.470802	1.833547
-0.985815	2.013641
0.130282	1.916663
-0.772942	0.863663
-0.870600	-0.466409
-1.374343	-1.630249
-1.093292	-2.101276
-0.911511	-1.976629
-0.568563	-1.283870
-0.136225	-0.480271
-0.141666	0.212488
0.044383	0.475752
-0.060409	0.808270
0.152689	0.988364
-0.036789	0.835940
-0.007997	0.711292
-0.038640	0.254073
-0.282004	0.378774
0.092522	0.295604
0.447588	-0.272454
0.395356	-0.646503
-0.080620	-0.854320
-0.221912	-1.006745
-0.287630	-1.560941
-0.504700	-1.436240
-0.016041	-0.438686
-0.053884	0.641984
0.431305	0.877524
-0.122550	0.655846
0.054337	0.586591
-0.034966	0.655846
0.018561	0.932971
0.072969	-0.064637
-0.617517	-1.006745
-0.281093	-1.034468
-0.265716	-0.923628
-0.122455	-0.743481
-0.218186	-0.009190
0.152809	1.126926
0.317464	1.334743
-0.124207	1.930525
0.674733	1.708846
-0.643089	0.392582
-0.401388	-0.466409
-0.654094	-0.452548
-0.390550	0.309466
0.055694	0.295604
-0.235959	0.932971
0.316089	0.905248
-0.051914	-0.244731
-0.300280	-0.882044
-0.218180	-1.491687
-0.605536	-1.256146
0.123554	-1.366986
-0.646694	-1.228423
0.285872	-0.854320
-0.499919	-0.161614
0.511975	1.362467
0.259675	2.152204
0.219503	1.847409
-0.060317	0.351051
-0.828922	-0.036914
-0.093956	-0.175476
-0.748719	-0.743481
-0.522657	-1.366986
-0.761807	-1.768758
-0.268913	-1.311539
-0.213363	-0.992883
-0.342340	0.060064
0.450525	0.170904
-0.475683	0.323328
0.407391	1.182319
0.118952	1.639538
0.232609	1.888940
0.177584	1.223904
-0.447327	0.489613
-0.287026	-0.549526
-0.236259	-1.006745
0.252479	-0.868182
-0.412642	-0.494133
0.001425	-0.480271
-0.447172	-1.408571
-0.531004	-1.477825
-0.139433	-0.882044
-0.204652	0.032394
0.265515	0.752823
0.017156	0.946832
0.215339	0.752823
-0.067909	0.281743
-0.156634	-0.078445
-0.216888	0.101649
-0.060401	0.863663
0.201474	1.071480
0.320402	0.752823
0.528088	-0.175476
0.310733	-0.785066
0.189582	-0.688088
-0.228406	-0.674227
-0.129703	-0.133891
0.040318	0.073926
-0.189345	0.323328
0.151660	0.420305
-0.156651	0.503422
0.122262	1.002225
0.163429	0.669707
-0.135778	0.711292
0.455750	0.655846
0.521131	0.364912
0.570747	-0.175476
0.365402	-0.383293
0.367340	-0.078445
-0.013924	-0.549526
-0.298014	-0.424825
0.054870	-0.507994
-0.414669	-0.840512
-0.057220	-1.200700
-0.489684	-1.380847
-0.056061	-0.300124
0.102457	0.877524
0.374083	1.390190
0.190144	1.043810
-0.151877	1.016087
0.172012	0.877524
-0.264057	0.420305
-0.213057	0.157095
-0.272152	-0.480271
-0.522328	-0.868182
0.101099	-0.840512
-0.349272	-0.743481
-0.134037	-1.076052
-0.480020	-1.242285
-0.103881	-1.339263
-0.433236	-1.020606
0.070522	0.018533
0.107745	0.697430
0.207932	1.210042
0.311208	1.376328
0.107006	1.237766
0.043730	1.154649
-0.057366	0.905248
-0.179208	0.517283
-0.260823	0.725100
0.093051	1.043810
0.576402	0.489613
0.473253	0.046256
0.447498	-0.397155
0.179543	-1.006745
-0.208762	-1.228423
-0.310825	-1.103722
-0.192650	-0.992883
-0.257647	-1.380847
-0.397613	-1.505548
-0.144161	-0.452548
0.118770	1.085342
0.541654	1.085342
-0.241328	0.170904
-0.174832	0.004671
-0.070786	0.406444
-0.029869	1.237766
0.320131	1.514837
-0.130107	1.237766
-0.056576	0.752823
0.511683	0.558868
0.537162	0.129372
0.495700	-0.438686
0.401321	-0.591110
0.069712	-0.868182
-0.334667	-0.840512
-0.152226	-1.214562
-0.560117	-0.854320
0.190812	-0.064637
-0.259762	0.240211
0.178023	0.545006
-0.048867	0.170904
-0.188387	0.586591
0.347410	0.545006
-0.294282	0.157095
-0.033323	0.212488
-0.075847	-0.313985
-0.216885	-0.147753
0.211444	-0.050775
-0.275985	-0.120030
0.086766	-0.466409
-0.397611	-0.729673
-0.009790	-0.300124
-0.157671	-0.050775
-0.007861	0.614261
0.312968	1.140788
0.359737	0.669707
0.339680	-0.161614
0.134920	-0.217008
0.053568	-0.050775
-0.185826	-0.078445
-0.011437	-0.313985
-0.240585	-0.937490
-0.259440	-0.507994
0.067036	-0.147753
-0.238175	0.157095
0.193258	0.337189
-0.061430	-0.120030
-0.053831	0.115511
0.129880	0.628123
0.154896	1.293159
0.461153	1.140788
0.410104	0.669707
0.556807	0.655846
0.575284	0.655846
0.571062	0.323328
0.549409	-0.563387
0.255996	-0.826651
0.186309	-1.297731
-0.613064	-1.394709
0.008785	-1.103722
-0.451651	-1.117584
-0.066213	-0.466409
-0.064886	0.531145
0.311760	1.251627
0.189299	1.237766
-0.060368	0.946832
0.049394	0.600453
-0.234152	0.364912
-0.125701	0.586591
-0.040170	0.752823
-0.097784	0.101649
0.465992	-0.535664
0.287538	-0.604972
-0.143951	-0.951352
-0.365936	-0.771204
-0.028511	-0.424825
-0.263602	0.406444
0.390866	1.085342
-0.019135	0.780547
-0.092619	0.475752
-0.118039	-0.701950
-0.650704	-1.006745
0.019628	-1.048329
-0.613333	-1.006745
0.081935	-0.341708
-0.255021	-0.203146
-0.017324	0.351051
0.097781	-0.036914
-0.407440	0.143234
0.292253	0.254073
-0.364364	-0.341708
-0.123839	0.170904
0.141337	0.323328
-0.060614	1.182319
0.540410	1.888940
0.580066	1.805824
0.594588	1.473306
0.567438	0.641984
0.500920	-0.341708
0.413091	-1.463964
-0.104444	-1.741089
-0.249845	-1.865790
-0.624308	-1.810343
-0.196117	-1.089861
-0.193632	-0.023052
0.245104	1.071480
0.213999	1.223904
-0.097390	0.378774
-0.271717	-0.120030
-0.207331	-0.147753
-0.210479	-0.466409
-0.353612	-0.189284
-0.002514	0.004671
-0.232787	0.101649
0.105869	0.004671
-0.210882	-0.244731
-0.059400	0.101649
0.005040	-0.147753
-0.209879	-0.120030
0.129010	0.267935
-0.018040	0.752823
0.359534	0.517283
0.180601	-0.535664
-0.061720	-0.632642
0.067765	-0.674227
-0.357669	-0.189284
0.324509	0.267935
-0.229425	0.683569
0.353613	1.196181
0.072628	1.057672
0.001002	0.974502
0.018259	0.545006
-0.176629	0.004671
-0.004982	-0.660365
0.053810	-1.020606
0.007217	-1.103722
-0.321963	-1.076052
-0.171320	-0.937490
-0.272238	-0.521802
-0.030992	0.309466
0.132163	0.586591
-0.056315	0.988364
0.292266	1.029949
-0.110422	1.140788
0.246390	1.307020
-0.064268	1.057672
-0.125228	1.016087
-0.017793	0.406444
0.498513	-0.383293
0.465058	-1.256146
-0.179789	-0.965213
0.004460	-0.632642
-0.428710	-1.062191
-0.244182	-0.563387
-0.049825	-0.494133
-0.326040	-0.272454
0.114837	-0.175476
-0.322084	-0.466409
-0.035782	-0.494133
-0.202905	-0.397155
0.052298	0.129372
0.085574	0.545006
0.080023	1.057672
0.378951	0.863663
0.274802	0.351051
0.431725	-0.092307
0.128831	-0.397155
0.037552	-0.217008
-0.000317	-0.161614
-0.122296	0.420305
0.296583	0.822131
0.158297	0.780547
0.390798	0.517283
0.433547	0.392582
0.530117	0.046256
0.401143	-0.632642
0.158158	-0.771204
-0.038107	-0.771204
-0.221730	0.018533
0.298637	0.475752
-0.162628	0.919109
0.328379	1.154649
-0.016627	0.891386
-0.018961	0.974502
0.043467	0.060064
-0.558053	-0.424825
-0.100700	-1.311539
-0.732598	-1.588665
0.104545	-0.743481
-0.265423	-0.397155
-0.052798	0.434167
0.185731	0.614261
-0.165332	1.057672
0.400289	0.960641
-0.342873	0.309466
-0.116799	-0.064637
-0.325926	-0.535664
-0.372863	-0.369432
-0.014336	-0.300124
-0.291939	0.032394
0.234433	-0.064637
-0.360991	-0.161614
0.108662	-0.327847
-0.348350	-0.507994
-0.024914	-0.092307
-0.039032	-0.189284
-0.140921	0.281743
0.326609	0.558868
0.066700	1.043810
0.510087	1.057672
0.497234	0.503422
0.526561	0.891386
0.602491	0.752823
0.544164	0.517283
0.589749	0.046256
0.443923	-0.300124
0.479587	-0.701950
-0.238015	-1.311539
-0.270348	-1.325401
-0.278581	-1.034468
-0.199514	-0.577249
-0.025830	-0.798927
-0.384064	-0.660365
0.120461	-0.175476
-0.200818	0.129372
0.200438	0.406444
-0.013660	0.891386
0.324457	1.514837
0.297710	1.459444
-0.063576	1.126926
-0.018911	0.461890
-0.159723	0.295604
0.536750	-0.327847
0.317475	-0.604972
0.328241	-0.023052
-0.179021	-0.355570
-0.316511	-0.300124
-0.032572	-0.313985
-0.338907	0.115511
0.262310	0.448029
-0.080207	0.115511
0.077087	-0.161614
-0.152292	-0.494133
-0.145271	-0.327847
0.023172	-0.577249
-0.327606	-0.494133
0.143452	0.129372
-0.065234	0.628123
0.291943	0.378774
-0.104129	0.198627
0.102909	0.794408
0.243746	0.475752
0.032655	0.184765
0.289480	-0.355570
-0.238142	-0.535664
0.163990	-0.327847
-0.269004	-0.549526
-0.106687	-0.327847
-0.106192	-0.133891
-0.127764	0.323328
0.217974	0.240211
-0.177552	0.503422
0.333683	0.738962
0.146532	0.503422
0.314465	0.364912
0.405842	-0.023052
0.296470	-0.009190
0.391260	-0.494133
-0.260349	-0.591110
0.128935	-0.327847
-0.314160	0.295604
0.344924	0.919109
0.159349	0.877524
0.355026	0.932971
0.447130	0.281743
0.282061	0.032394
0.158838	-0.868182
-0.536710	-1.173030
0.085765	-0.466409
-0.274942	-0.771204
-0.209059	0.143234
0.357911	0.849801
-0.121758	1.126926
0.269792	0.337189
-0.557287	-1.076052
-0.450173	-0.272454
0.301049	-0.106168
-0.605397	-1.242285
-0.273837	-0.618833
0.021376	1.071480
0.495136	1.085342
-0.366488	0.766685
0.086181	1.570284
0.300020	1.653400
-0.286742	-0.147753
-0.824650	-1.006745
-0.312801	-0.549526
-0.463937	-1.256146
-0.632405	-1.159169
-0.004635	-0.424825
-0.295345	0.711292
0.551415	0.738962
-0.468009	-0.341708
-0.243888	0.364912
0.291982	0.697430
-0.285026	0.545006
0.098606	-0.092307
-0.527014	-0.230869
0.072912	0.337189
-0.023450	-0.036914
-0.114230	-0.036914
0.045587	0.240211
-0.055672	0.849801
0.389649	0.184765
-0.053678	-0.646503
0.049858	0.115511
0.153339	0.254073
-0.079833	-0.092307
-0.006380	-0.092307
-0.118780	0.378774
0.222143	0.281743
-0.096324	-0.189284
-0.044103	-0.438686
-0.230245	-0.064637
0.088683	0.461890
0.142187	0.018533
-0.141372	-0.078445
0.120167	-0.106168
-0.217437	-0.230869
0.013477	-0.577249
-0.333131	-0.106168
0.269561	0.669707
0.106534	0.364912
0.136618	0.157095
0.187129	-0.036914
-0.043924	0.406444
0.336912	-0.078445
-0.317927	-0.591110
0.037341	0.046256
-0.036117	0.157095
-0.008041	0.267935
0.112166	-0.327847
-0.344255	-0.410963
0.124444	-0.369432
-0.357444	-0.535664
0.039404	-0.203146
-0.186699	-0.050775
0.020686	0.254073
0.130661	0.004671
-0.169902	-0.036914
0.132291	0.295604
-0.013998	0.697430
0.331714	0.683569
0.276446	0.641984
0.484281	1.223904
0.594179	1.126926
0.566648	0.475752
0.540854	-0.189284
0.448773	-0.161614
0.465944	-0.383293
-0.183285	-0.854320
-0.149888	-0.979021
-0.338531	-1.103722
-0.247023	-1.076052
-0.243353	-1.089861
-0.250645	-0.203146
0.240703	0.392582
-0.119784	0.655846
0.308631	0.794408
-0.058478	0.808270
0.109543	1.251627
0.231954	0.808270
-0.361557	0.475752
-0.021797	0.115511
-0.138540	0.073926
0.568997	-0.023052
0.271868	-0.244731
0.225415	0.337189
0.142092	0.281743
-0.100612	0.392582
0.259244	-0.133891
-0.309992	-0.591110
0.025363	-0.577249
-0.320762	-0.854320
-0.121995	-0.244731
0.056823	0.087787
-0.124689	0.600453
0.345136	0.545006
-0.186347	0.503422
0.186760	0.738962
-0.018911	-0.050775
-0.367989	-0.300124
0.070195	-0.203146
-0.276052	0.087787
0.290403	-0.106168
-0.343714	-0.258592
0.087927	-0.023052
-0.189061	0.170904
0.105640	0.032394
-0.139572	-0.674227
-0.269538	-0.466409
0.107646	-0.300124
-0.258070	-0.036914
0.230659	0.254073
-0.093919	0.267935
0.173909	0.545006
0.178464	0.254073
0.028162	-0.009190
0.052371	0.087787
-0.025039	0.295604
0.172953	0.337189
0.056021	0.600453
0.304897	0.586591
0.256578	0.143234
0.278411	0.060064
0.314158	0.281743
0.245703	0.725100
0.414746	0.420305
0.268112	-0.189284
0.200179	-0.632642
-0.178637	-0.535664
-0.036248	-0.175476
-0.130655	-0.120030
-0.084196	0.073926
0.043971	-0.369432
-0.307447	-0.688088
-0.052438	-0.868182
-0.358121	-0.521802
0.137471	-0.009190
-0.153625	0.018533
0.067092	0.198627
0.023478	0.046256
-0.120869	0.226350
0.143399	0.018533
-0.268620	0.060064
0.170168	0.170904
-0.132445	-0.161614
-0.043795	-0.050775
-0.018016	-0.161614
-0.187203	0.378774
0.311495	0.669707
0.088293	0.808270
0.441707	0.905248
0.491940	0.531145
0.527241	0.351051
0.549701	0.129372
0.475769	0.448029
0.577418	0.323328
0.387903	-0.147753
0.385714	-0.383293
-0.160958	-0.230869
-0.008459	-0.064637
-0.155999	-0.494133
-0.248750	-0.757343
-0.141155	-0.826651
-0.254313	-0.397155
0.114265	-0.133891
-0.235366	0.004671
0.102440	0.157095
-0.079403	0.531145
0.258494	0.822131
0.098671	0.351051
-0.118256	0.364912
0.190817	-0.203146
-0.217963	-0.563387
0.253612	-0.438686
-0.295253	-0.438686
0.038227	0.087787
-0.002507	-0.133891
-0.236360	0.073926
0.192655	0.170904
-0.202495	0.295604
0.255702	0.586591
0.090233	0.309466
0.163815	0.309466
0.278547	-0.203146
-0.131721	-0.120030
0.275240	0.143234
-0.197033	0.337189
0.262990	0.489613
0.044167	0.060064
0.029036	0.046256
0.108755	-0.147753
-0.231340	-0.383293
-0.029877	-0.674227
-0.340768	-0.646503
0.042769	-0.646503
-0.322016	-0.549526
0.038827	-0.106168
-0.123546	0.157095
0.018582	0.711292
0.245372	0.586591
-0.159205	0.531145
0.137298	0.461890
-0.150558	0.170904
-0.037071	0.004671
0.007406	-0.189284
0.138868	0.101649
0.227776	0.073926
-0.159098	-0.189284
-0.043740	-0.674227
-0.363149	-0.660365
0.009631	-0.438686
-0.253514	-0.424825
-0.032687	-0.203146
-0.091927	-0.036914
-0.008811	0.725100
0.351806	1.168511
0.190796	1.293159
0.232631	0.863663
-0.072016	0.461890
0.411148	0.240211
0.521936	-0.272454
0.408485	-0.120030
0.411711	-0.397155
-0.259324	-0.452548
0.082856	-0.494133
-0.439874	-0.438686
0.078503	0.101649
-0.129827	0.073926
-0.034444	0.323328
0.146586	0.281743
-0.041550	0.254073
0.189863	0.143234
-0.099486	0.046256
0.101219	0.212488
0.005844	0.046256
-0.056390	0.212488
0.136959	0.267935
-0.050325	0.267935
0.148193	0.087787
-0.109956	-0.023052
0.047260	0.032394
-0.107422	0.032394
-0.011802	0.254073
0.069235	0.212488
-0.034099	-0.009190
-0.019749	-0.521802
-0.285534	-0.771204
-0.103562	-0.729673
-0.235978	-0.438686
0.027177	-0.161614
-0.138909	-0.327847
-0.128647	-0.133891
0.016687	0.004671
-0.128278	0.461890
0.250542	0.766685
0.067467	0.655846
0.209493	0.669707
0.423842	0.420305
0.505538	0.351051
0.554066	0.157095
0.438332	0.129372
0.503301	0.060064
0.229952	0.060064
0.202251	0.018533
-0.151078	-0.217008
-0.120185	-0.230869
-0.124588	-0.646503
-0.305978	-0.701950
-0.032638	-0.701950
-0.300048	-0.494133
0.094333	0.087787
-0.067360	0.226350
0.035154	0.420305
0.058083	0.115511
-0.223843	-0.133891
-0.045994	0.004671
-0.125658	0.157095
0.053877	0.337189
0.069459	0.170904
0.009242	0.018533
0.025653	-0.147753
-0.162611	-0.175476
-0.025085	-0.286315
-0.223544	-0.327847
-0.033526	-0.244731
-0.133995	-0.286315
-0.082025	0.073926
0.094214	0.558868
0.171267	0.794408
0.332162	0.545006
0.361892	0.267935
0.449581	-0.023052
0.325491	-0.092307
0.312281	0.087787
0.134926	0.157095
0.095960	0.323328
0.113584	0.170904
-0.044528	0.281743
0.179606	0.018533
-0.189759	-0.272454
-0.007158	-0.341708
-0.233813	-0.424825
-0.066985	-0.064637
-0.001656	-0.438686
-0.293865	-0.507994
0.052108	-0.313985
-0.246437	-0.023052
0.193186	0.212488
-0.096103	0.032394
0.037243	0.198627
0.095190	0.129372
-0.046717	0.115511
0.123088	-0.009190
-0.163886	0.018533
0.113579	0.073926
-0.117543	0.157095
0.104561	0.392582
0.076886	0.323328
0.082356	0.475752
0.263553	0.157095
0.018228	-0.078445
0.162125	-0.383293
-0.286594	-0.757343
-0.099859	-0.715811
-0.217933	-0.577249
-0.092998	-0.106168
0.013987	-0.161614
-0.242323	0.143234
0.224786	0.489613
-0.056913	0.420305
0.087952	0.475752
0.039088	0.115511
-0.154185	0.073926
0.145897	0.018533
-0.070314	-0.092307
0.082407	-0.078445
-0.165299	-0.369432
-0.149690	-0.591110
-0.190155	-0.424825
-0.092532	-0.466409
-0.187538	-0.535664
-0.116999	0.032394
0.144394	0.309466
-0.023207	0.766685
0.314791	0.655846
-0.042052	0.448029
0.106977	0.849801
0.239662	0.545006
0.378078	0.337189
0.522792	-0.203146
0.279132	-0.507994
0.330466	-0.313985
-0.224967	-0.023052
0.109818	-0.092307
-0.258097	-0.410963
-0.119135	-0.300124
-0.090672	-0.743481
-0.352757	-0.424825
0.196368	-0.189284
-0.320242	-0.161614
0.173957	0.309466
0.032757	0.378774
0.130632	0.434167
0.127424	0.046256
-0.102254	0.184765
0.256114	0.212488
-0.130261	0.046256
0.145979	0.240211
0.008716	0.101649
-0.035321	0.073926
0.029235	-0.244731
-0.267016	-0.203146
0.067046	-0.092307
-0.232942	0.087787
0.162840	0.046256
-0.189452	-0.327847
-0.088855	-0.036914
0.048952	-0.189284
-0.238634	-0.120030
0.135606	-0.147753
-0.256606	-0.480271
-0.031396	-0.313985
-0.113203	0.073926
0.107746	0.420305
0.119941	0.406444
0.134405	0.434167
0.281838	0.032394
-0.010965	-0.147753
0.145866	0.129372
-0.026058	0.198627
0.058606	0.129372
-0.011370	-0.092307
-0.099603	-0.133891
-0.054286	-0.397155
-0.260759	-0.189284
0.097945	0.143234
-0.102111	0.184765
0.107057	0.129372
-0.032410	-0.036914
-0.027758	0.434167
0.233081	0.531145
0.105422	0.420305
0.295226	0.323328
0.227421	0.060064
0.219005	-0.300124
-0.052456	-0.660365
-0.165433	-0.674227
-0.140532	-0.979021
-0.335471	-0.688088
0.098570	-0.300124
-0.279106	-0.023052
0.133348	0.212488
-0.149084	0.115511
-0.037729	0.392582
0.080882	0.170904
-0.227454	0.073926
0.065953	0.226350
-0.055034	0.434167
0.228516	0.143234
-0.070236	-0.383293
-0.080469	-0.466409
-0.158237	-0.466409
-0.162830	0.046256
0.153611	0.170904
-0.137310	0.046256
0.073528	-0.217008
-0.234711	-0.272454
0.017974	-0.092307
-0.140551	-0.036914
0.006996	0.157095
0.066274	0.087787
-0.044899	0.254073
0.186394	0.170904
-0.083727	0.240211
0.198625	0.198627
-0.066661	0.143234
0.131776	0.254073
0.018415	0.046256
-0.047595	0.198627
0.120358	-0.023052
-0.218731	-0.133891
0.056725	-0.106168
-0.221051	0.184765
0.187498	0.226350
-0.115392	-0.023052
0.011735	0.198627
0.068372	-0.078445
-0.204909	0.087787
0.204857	-0.009190
-0.273560	0.060064
0.207387	0.101649
-0.202290	-0.244731
-0.050240	0.129372
0.062515	-0.036914
-0.212071	0.503422
0.401812	0.489613
-0.024641	0.157095
0.263385	0.226350
0.073879	-0.272454
-0.127431	-0.147753
0.104046	-0.369432
-0.363334	-0.507994
0.084871	-0.494133
-0.356701	-0.300124
0.163926	-0.106168
-0.263343	-0.175476
0.024009	-0.050775
-0.061853	-0.203146
-0.135607	0.143234
0.239148	0.060064
-0.194570	0.060064
0.209002	0.198627
-0.072115	0.032394
0.044166	0.129372
0.018923	0.198627
0.020024	0.364912
0.155968	0.087787
-0.107193	-0.009190
0.117111	-0.161614
-0.258533	-0.189284
0.046905	-0.078445
-0.169275	-0.106168
-0.024250	0.226350
0.087005	0.018533
-0.153934	0.129372
0.187173	0.046256
-0.210072	0.046256
0.162083	0.060064
-0.171714	-0.203146
-0.043388	0.101649
0.054194	0.184765
-0.052994	0.503422
0.276148	0.420305
0.052346	0.392582
0.340074	0.489613
0.259207	0.351051
0.367506	0.267935
0.355851	-0.078445
0.179888	-0.036914
0.222449	-0.521802
-0.393840	-0.604972
0.087780	-0.577249
-0.396467	-0.646503
0.021927	-0.341708
-0.220949	-0.327847
-0.086120	0.004671
0.020403	-0.078445
-0.220608	0.378774
0.345336	0.628123
-0.085488	0.517283
0.186378	0.614261
0.288405	0.101649
0.255617	0.143234
